accuracy,precision,recall,predicted tile
0.98,0.7857142857142857,0.9166666666666666,14
0.9,0.8636363636363636,0.5277777777777778,22
0.915,0.8571428571428571,0.5625,21
0.91,0.7916666666666666,0.59375,24
0.91,0.7916666666666666,0.59375,24
0.855,0.8275862068965517,0.5,29
0.855,0.8275862068965517,0.5,29
0.855,0.8064516129032258,0.5208333333333334,31
0.86,0.8571428571428571,0.5,28
0.85,0.8,0.5,30
0.855,0.8518518518518519,0.4791666666666667,27
0.86,0.8571428571428571,0.5,28
0.91,0.75,0.65625,28
0.845,0.7575757575757576,0.5208333333333334,33
0.91,0.7692307692307693,0.625,26
0.91,0.7916666666666666,0.59375,24
0.91,0.7916666666666666,0.59375,24
0.87,0.875,0.4772727272727273,24
0.88,0.8076923076923077,0.525,26
0.9,0.6875,0.6875,32
0.9,0.6875,0.6875,32
0.9,0.6875,0.6875,32
0.835,0.6923076923076923,0.5625,39
0.975,0.8461538461538461,0.7857142857142857,13
0.96,0.6818181818181818,0.9375,22
0.89,0.631578947368421,0.75,38
0.89,0.631578947368421,0.75,38
0.895,0.6410256410256411,0.78125,39
0.995,0.8,1.0,5
0.92,0.9444444444444444,0.53125,18
0.92,0.9444444444444444,0.53125,18
0.92,0.9444444444444444,0.53125,18
0.92,0.9444444444444444,0.53125,18
0.92,0.9444444444444444,0.53125,18
0.915,0.8947368421052632,0.53125,19
0.92,0.9444444444444444,0.53125,18
0.92,0.9444444444444444,0.53125,18
0.92,0.9444444444444444,0.53125,18
0.97,0.8571428571428571,0.75,14
0.915,0.8571428571428571,0.5625,21
0.915,0.8947368421052632,0.53125,19
0.915,0.8260869565217391,0.59375,23
0.915,0.8571428571428571,0.5625,21
0.915,0.8571428571428571,0.5625,21
0.915,0.8571428571428571,0.5625,21
0.915,0.8571428571428571,0.5625,21
0.915,0.8947368421052632,0.53125,19
0.915,0.8571428571428571,0.5625,21
0.915,0.8947368421052632,0.53125,19
0.915,0.8571428571428571,0.5625,21
0.915,0.8571428571428571,0.5625,21
0.915,0.8571428571428571,0.5625,21
0.915,0.8571428571428571,0.5625,21
0.92,0.9,0.5625,20
0.915,0.8947368421052632,0.53125,19
0.86,0.9166666666666666,0.4583333333333333,24
0.86,0.9166666666666666,0.4583333333333333,24
0.91,0.7916666666666666,0.59375,24
0.91,0.7916666666666666,0.59375,24
0.895,0.7419354838709677,0.6388888888888888,31
0.85,0.8,0.5,30
0.975,0.7058823529411765,1.0,17
0.87,0.625,0.6944444444444444,40
0.825,0.6444444444444445,0.6041666666666666,45
0.84,0.675,0.5869565217391305,40
0.83,0.675,0.5625,40
