accuracy,precision,recall,predicted tile
0.87,0.9230769230769231,0.5,26
0.87,1.0,0.4583333333333333,22
0.865,0.9565217391304348,0.4583333333333333,23
0.89,0.9333333333333333,0.5833333333333334,30
0.87,0.9583333333333334,0.4791666666666667,24
0.885,1.0,0.5208333333333334,25
0.875,0.96,0.5,25
0.865,0.92,0.4791666666666667,25
0.86,0.9166666666666666,0.4583333333333333,24
0.875,0.9259259259259259,0.5208333333333334,27
0.86,0.9166666666666666,0.4583333333333333,24
0.875,0.9259259259259259,0.5208333333333334,27
0.88,0.9615384615384616,0.5208333333333334,26
0.88,0.9,0.5625,30
0.9,0.6470588235294118,0.7333333333333333,34
0.895,0.9354838709677419,0.6041666666666666,31
0.905,0.9142857142857143,0.6666666666666666,35
0.98,0.9,0.75,10
0.86,0.9166666666666666,0.4583333333333333,24
0.955,0.6956521739130435,0.8888888888888888,23
0.86,0.8846153846153846,0.4791666666666667,26
0.92,0.7307692307692307,0.6785714285714286,26
0.89,0.75,0.5833333333333334,28
0.85,0.7647058823529411,0.5416666666666666,34
0.84,0.7352941176470589,0.5208333333333334,34
0.975,0.7058823529411765,1.0,17
0.85,0.8,0.5,30
0.95,0.7619047619047619,0.7619047619047619,21
0.94,0.8,0.6666666666666666,20
0.935,0.7391304347826086,0.7083333333333334,23
0.99,0.8181818181818182,1.0,11
0.835,0.7027027027027027,0.5416666666666666,37
0.84,0.7352941176470589,0.5208333333333334,34
0.865,0.9565217391304348,0.4583333333333333,23
0.865,0.8888888888888888,0.5,27
0.905,0.7407407407407407,0.625,27
0.9,0.7,0.65625,30
0.91,0.75,0.65625,28
0.9,0.7,0.65625,30
0.905,0.7241379310344828,0.65625,29
0.905,0.7407407407407407,0.625,27
0.905,0.7241379310344828,0.65625,29
0.905,0.7241379310344828,0.65625,29
0.905,0.7096774193548387,0.6875,31
0.905,0.7241379310344828,0.65625,29
0.91,0.75,0.65625,28
0.905,0.7407407407407407,0.625,27
0.905,0.7407407407407407,0.625,27
0.9,0.7,0.65625,30
0.905,0.7407407407407407,0.625,27
0.91,0.75,0.65625,28
0.905,0.7407407407407407,0.625,27
0.905,0.7241379310344828,0.65625,29
0.91,0.7333333333333333,0.6875,30
0.905,0.7407407407407407,0.625,27
0.9,0.7,0.65625,30
0.905,0.7407407407407407,0.625,27
0.9,0.7,0.65625,30
0.9,0.7,0.65625,30
0.905,0.7407407407407407,0.625,27
0.905,0.7407407407407407,0.625,27
0.895,0.6666666666666666,0.6875,33
0.855,0.8518518518518519,0.4791666666666667,27
0.865,0.8888888888888888,0.5,27
0.865,0.8620689655172413,0.5208333333333334,29
0.865,0.8620689655172413,0.5208333333333334,29
0.87,0.8928571428571429,0.5208333333333334,28
