accuracy,precision,recall,predicted tile
0.97,0.7142857142857143,0.8333333333333334,14
0.955,0.9090909090909091,0.8333333333333334,33
0.95,0.9583333333333334,0.71875,24
0.95,0.9583333333333334,0.71875,24
0.955,0.9259259259259259,0.78125,27
0.94,1.0,0.75,36
0.94,1.0,0.75,36
0.94,1.0,0.75,36
0.945,1.0,0.7708333333333334,37
0.945,0.9743589743589743,0.7916666666666666,39
0.955,0.9333333333333333,0.875,45
0.95,0.975,0.8125,40
0.96,0.9,0.84375,30
0.945,0.9743589743589743,0.7916666666666666,39
0.955,0.9259259259259259,0.78125,27
0.965,0.8787878787878788,0.90625,33
0.955,0.9259259259259259,0.78125,27
0.96,0.9090909090909091,0.9090909090909091,44
0.96,0.9,0.9,40
0.96,0.9285714285714286,0.8125,28
0.955,0.9259259259259259,0.78125,27
0.95,1.0,0.6875,22
0.945,0.9743589743589743,0.7916666666666666,39
0.965,0.8181818181818182,0.6428571428571429,11
0.955,1.0,0.4375,7
0.965,0.9032258064516129,0.875,31
0.96,0.9,0.84375,30
0.965,0.8571428571428571,0.9375,35
0.975,0.42857142857142855,0.75,7
0.955,0.9259259259259259,0.78125,27
0.965,0.8571428571428571,0.9375,35
0.97,0.90625,0.90625,32
0.965,0.8571428571428571,0.9375,35
0.975,0.9655172413793104,0.875,29
0.97,0.8611111111111112,0.96875,36
0.96,0.9,0.84375,30
0.95,0.9583333333333334,0.71875,24
0.95,0.9583333333333334,0.71875,24
0.975,0.7619047619047619,1.0,21
0.97,0.8823529411764706,0.9375,34
0.955,0.9259259259259259,0.78125,27
0.95,1.0,0.6875,22
0.955,1.0,0.71875,23
0.96,0.9,0.84375,30
0.97,0.8611111111111112,0.96875,36
0.965,0.8571428571428571,0.9375,35
0.985,0.9393939393939394,0.96875,33
0.97,0.8611111111111112,0.96875,36
0.985,0.9393939393939394,0.96875,33
0.97,0.8611111111111112,0.96875,36
0.95,1.0,0.6875,22
0.95,1.0,0.6875,22
0.955,0.9259259259259259,0.78125,27
0.95,1.0,0.6875,22
0.955,1.0,0.71875,23
0.955,0.975609756097561,0.8333333333333334,41
0.94,1.0,0.75,36
0.97,0.8823529411764706,0.9375,34
0.97,0.8611111111111112,0.96875,36
0.965,0.9142857142857143,0.8888888888888888,35
0.94,1.0,0.75,36
0.97,0.7142857142857143,0.8333333333333334,14
0.955,0.9090909090909091,0.8333333333333334,33
0.95,0.9523809523809523,0.8333333333333334,42
0.95,0.95,0.8260869565217391,40
0.945,0.9743589743589743,0.7916666666666666,39
