accuracy,precision,recall,predicted tile
0.865,0.92,0.4791666666666667,25
0.875,0.7931034482758621,0.5476190476190477,29
0.98,0.7857142857142857,0.9166666666666666,14
0.925,0.6451612903225806,0.8333333333333334,31
0.98,0.7857142857142857,0.9166666666666666,14
0.965,0.7647058823529411,0.8125,17
0.91,0.9444444444444444,0.5,18
0.855,0.8518518518518519,0.4791666666666667,27
0.955,0.6956521739130435,0.8888888888888888,23
0.905,0.7407407407407407,0.625,27
0.9,0.7,0.65625,30
0.89,0.6388888888888888,0.71875,36
0.94,0.6333333333333333,0.95,30
0.93,0.6785714285714286,0.7916666666666666,28
0.935,0.6551724137931034,0.8636363636363636,29
0.925,0.6451612903225806,0.8333333333333334,31
0.96,0.6818181818181818,0.9375,22
0.935,0.7037037037037037,0.7916666666666666,27
0.935,0.7391304347826086,0.7083333333333334,23
0.975,0.375,1.0,8
0.875,0.84,0.5,25
0.855,0.6756756756756757,0.5952380952380952,37
0.84,0.7352941176470589,0.5208333333333334,34
0.83,0.675,0.5625,40
0.835,0.6923076923076923,0.5625,39
0.98,0.7857142857142857,0.9166666666666666,14
0.86,0.8846153846153846,0.4791666666666667,26
0.86,0.75,0.5454545454545454,32
0.92,0.5,0.6875,22
0.965,0.7368421052631579,0.875,19
0.95,0.7272727272727273,0.8,22
0.91,0.7916666666666666,0.59375,24
0.9,0.8636363636363636,0.5277777777777778,22
0.865,0.88,0.4782608695652174,25
0.92,0.8636363636363636,0.59375,22
0.915,0.8,0.625,25
0.915,0.8260869565217391,0.59375,23
0.92,0.8333333333333334,0.625,24
0.915,0.8,0.625,25
0.92,0.8333333333333334,0.625,24
0.925,0.8695652173913043,0.625,23
0.92,0.8333333333333334,0.625,24
0.925,0.8695652173913043,0.625,23
0.925,0.8695652173913043,0.625,23
0.925,0.8695652173913043,0.625,23
0.92,0.8333333333333334,0.625,24
0.92,0.8333333333333334,0.625,24
0.915,0.8,0.625,25
0.92,0.8333333333333334,0.625,24
0.915,0.8,0.625,25
0.92,0.8333333333333334,0.625,24
0.92,0.8333333333333334,0.625,24
0.925,0.8695652173913043,0.625,23
0.915,0.8,0.625,25
0.925,0.8695652173913043,0.625,23
0.895,0.8695652173913043,0.5263157894736842,23
0.915,0.8,0.625,25
0.925,0.8695652173913043,0.625,23
0.915,0.8,0.625,25
0.91,0.7692307692307693,0.625,26
0.905,0.8,0.5882352941176471,25
0.86,0.8846153846153846,0.4791666666666667,26
0.855,0.8275862068965517,0.5,29
0.855,0.8518518518518519,0.4791666666666667,27
0.865,0.8620689655172413,0.5208333333333334,29
0.855,0.8518518518518519,0.4791666666666667,27
0.86,0.8846153846153846,0.4791666666666667,26
