accuracy,precision,recall,predicted tile
0.975,0.8275862068965517,1.0,29
0.975,0.8275862068965517,1.0,29
0.975,0.7058823529411765,1.0,17
0.97,0.7727272727272727,0.9444444444444444,22
0.94,1.0,0.75,36
0.94,1.0,0.75,36
0.95,0.9523809523809523,0.8333333333333334,42
0.94,1.0,0.75,36
0.94,1.0,0.75,36
0.95,0.9444444444444444,0.8095238095238095,36
0.975,0.75,1.0,20
0.945,0.9743589743589743,0.7916666666666666,39
0.975,0.42857142857142855,0.75,7
0.95,0.9583333333333334,0.71875,24
0.975,0.7894736842105263,0.9375,19
0.95,0.9523809523809523,0.8333333333333334,42
0.96,0.8846153846153846,0.8214285714285714,26
0.955,0.9259259259259259,0.78125,27
0.97,0.7142857142857143,0.8333333333333334,14
0.95,0.9642857142857143,0.75,28
0.96,0.9,0.84375,30
0.94,1.0,0.75,36
0.94,1.0,0.75,36
0.94,1.0,0.75,36
0.95,0.9642857142857143,0.75,28
0.94,1.0,0.75,36
0.94,1.0,0.75,36
0.955,0.9534883720930233,0.8541666666666666,43
0.96,0.925,0.8809523809523809,40
0.965,0.84,0.875,25
0.96,0.8888888888888888,0.8888888888888888,36
0.96,0.9,0.9375,50
0.955,0.9333333333333333,0.875,45
0.96,0.8928571428571429,0.8333333333333334,28
0.94,1.0,0.75,36
0.94,1.0,0.75,36
0.94,1.0,0.75,36
0.945,0.9743589743589743,0.7916666666666666,39
0.955,0.9393939393939394,0.8157894736842105,33
0.95,0.9583333333333334,0.71875,24
0.95,0.9318181818181818,0.8541666666666666,44
0.94,1.0,0.75,36
0.965,0.9032258064516129,0.875,31
0.96,0.9,0.84375,30
0.955,0.9259259259259259,0.78125,27
0.96,0.9,0.84375,30
0.955,0.96,0.75,25
0.95,0.9583333333333334,0.71875,24
0.96,0.9285714285714286,0.8125,28
0.965,0.9629629629629629,0.8125,27
0.965,0.8571428571428571,0.9375,35
0.96,0.9117647058823529,0.8611111111111112,34
0.94,1.0,0.75,36
0.94,1.0,0.75,36
0.945,0.972972972972973,0.782608695652174,37
0.95,1.0,0.6666666666666666,20
0.955,0.9230769230769231,0.8571428571428571,39
0.95,0.9583333333333334,0.71875,24
0.96,1.0,0.6666666666666666,16
0.97,0.75,0.375,4
0.94,1.0,0.75,36
0.94,1.0,0.75,36
0.945,0.9743589743589743,0.7916666666666666,39
0.965,0.896551724137931,0.8666666666666667,29
0.94,1.0,0.75,36
0.94,1.0,0.75,36
0.97,0.5,0.5,6
0.94,1.0,0.75,36
0.94,1.0,0.75,36
0.975,0.7058823529411765,1.0,17
0.95,1.0,0.5833333333333334,14
0.94,1.0,0.75,36
0.94,1.0,0.75,36
0.94,1.0,0.75,36
0.955,0.975609756097561,0.8333333333333334,41
0.945,0.9743589743589743,0.7916666666666666,39
0.95,1.0,0.7916666666666666,38
0.95,1.0,0.5833333333333334,14
0.955,0.9411764705882353,0.6666666666666666,17
