reward
210
178
178
178
178
147
178
116
178
116
178
147
178
178
147
147
147
178
147
147
178
178
116
178
178
183
147
178
178
178
147
178
147
178
178
178
178
147
147
178
116
178
178
178
178
178
147
147
147
178
178
178
178
214
99
161
130
130
68
130
99
192
37
161
99
192
161
130
130
130
161
130
161
130
161
192
68
99
161
192
130
223
214
-235
-297
-297
-235
-297
-255
-266
-328
-266
-193
-193
-224
-297
-173
-359
-235
-235
-266
-224
-266
-235
-255
-193
-204
-204
-235
-266
-204
-297
-235
-193
-224
-204
-297
-118
-235
-204
-118
-204
-266
-297
-204
-266
-193
-266
-131
-235
-204
-266
-348
-193
-162
-255
-131
-266
-297
-297
-235
-87
-286
-235
-266
-235
-204
-266
-328
-266
-235
-224
-266
-204
-297
-266
-266
-235
-297
-235
-266
-297
-204
-180
-204
-297
-297
-193
-204
-162
-328
-297
-224
-204
-297
-193
-193
-235
-173
-286
-266
-162
-204
-328
-193
-224
-235
-204
-224
-266
-266
-255
-204
-266
-266
-193
-266
-224
-204
-131
-317
-235
-204
-235
-224
-266
-235
-235
-162
-297
-173
-224
-297
-297
-235
-328
-224
-235
-286
-266
-286
-286
-297
-273
-204
-180
-162
-337
-266
-193
-224
-266
-317
-266
-235
-242
-204
-224
-204
-204
-266
-235
-224
-193
-235
-266
-297
-286
-328
-328
-193
-266
-235
-255
-204
-328
-193
-235
-193
-328
-266
-328
-142
-162
-204
-193
-266
-224
-266
-286
-328
-173
-286
-235
-224
-266
-297
-173
-193
-297
-235
-173
-255
-193
-193
-297
-211
-255
-173
-266
-255
-266
-235
-235
-359
-224
-297
-224
-266
-266
-193
-328
-131
-224
-266
-193
-266
-266
-255
-173
-255
-266
-204
-297
-297
-235
-224
-193
-204
-193
-328
-328
-255
-297
-162
-235
-266
-235
-266
-266
-286
-173
-235
-224
-235
-235
-224
-224
-328
-286
-255
-286
-193
-193
-266
-273
-255
-235
-193
-379
-103
-255
-266
-180
-211
-286
-224
-224
-273
-211
-359
-193
-286
-149
-131
-317
-118
-211
-211
-211
-180
-255
-180
-255
-180
-180
-242
-180
-224
-118
-149
-211
-180
-118
-180
-180
-25
-149
-149
-56
-211
-87
-87
-118
-242
-56
-180
-118
-72
-180
-149
-149
-180
-118
-180
-180
-193
-211
-165
-273
-149
-118
-118
-180
-87
-87
-149
-131
-211
-149
-149
-103
-118
-149
-118
-87
-87
-118
-180
-134
-180
-180
-149
-149
-211
-72
-149
-87
-165
-149
-87
-149
-149
-162
-162
-131
-162
-149
-180
-149
-180
-56
-103
-118
-87
-87
-149
-134
-180
-118
-41
-87
-87
-180
-211
-149
-118
-72
-118
-149
-118
-211
-56
-149
-25
-149
-149
-87
-72
-87
-87
-180
-87
-87
-118
-118
-25
-118
-72
-41
-87
-41
-87
37
-180
-131
-25
-87
-87
-87
-118
-56
-118
-56
-56
-87
-25
-25
-10
-118
-41
-87
52
-56
-118
-87
-10
-56
-41
6
6
6
-56
-25
-56
37
-100
-56
-56
-25
6
37
-69
6
6
6
21
68
-38
6
-69
-25
-25
-80
52
-56
-25
37
-69
-87
68
24
-25
6
-25
6
-100
-7
6
6
6
114
114
6
-56
-25
-100
21
-56
-56
-100
37
6
6
100
37
52
-25
68
6
-69
-25
-100
37
-87
-25
-7
-25
-25
-38
-80
-56
-38
6
6
37
6
6
52
52
-58
-7
6
37
99
-120
6
-7
-25
-7
52
68
68
52
52
6
37
37
68
-100
52
-7
37
24
68
-38
-49
69
6
-7
68
-25
83
83
37
114
68
162
24
-7
68
68
83
131
24
68
-49
114
114
114
83
69
52
37
162
37
68
52
162
162
114
68
145
114
114
100
114
162
83
131
162
193
162
193
100
6
162
114
162
145
131
193
52
162
145
114
6
114
162
83
162
114
83
162
100
162
193
114
83
114
114
114
6
114
193
114
145
114
114
193
83
114
83
145
114
162
193
145
68
145
162
145
83
83
114
114
162
114
83
114
131
83
176
83
145
114
114
114
99
114
114
83
114
145
83
162
193
193
224
-716
-747
-778
-716
-747
-716
-778
-778
-721
-747
-654
-747
-747
-685
-654
-747
-778
-685
-716
-747
-716
-747
-747
-716
-747
-685
-747
-778
-716
-716
-716
-747
-685
-685
-778
-747
-747
-747
-716
-716
-747
-716
-716
-690
-716
-685
-747
-654
-747
-716
-716
-685
-747
-685
-747
-685
-716
-685
-716
-716
-654
-747
-778
-747
-685
-778
-747
-716
-716
-747
-716
-747
-747
-747
-716
-747
-685
-716
-716
-747
-685
-747
-809
-747
-716
-778
-716
-685
-716
-685
-716
-716
-747
-716
-685
-716
-716
-747
-716
-747
-747
-685
-690
-685
-685
-685
-747
-716
-716
-747
-747
-716
-685
-716
-747
-716
-685
-809
-716
-685
-685
-716
-685
-716
-716
-747
-716
-716
-716
-685
-747
-747
-685
-716
-778
-716
-747
-747
-716
-809
-685
-685
-716
-716
-685
-747
-685
-747
-716
-716
-685
-716
-716
-778
-685
-716
-747
-747
-747
-716
-685
-685
-716
-716
-685
-685
-716
-716
-747
-747
-747
-747
-685
-685
-716
-747
-716
-747
-716
-716
-685
-685
-716
-685
-747
-685
-747
-747
-716
-778
-716
-716
-685
-747
-747
-778
-716
-716
-716
-685
-716
-716
-747
-747
-747
-716
-778
-685
-716
-716
-778
-747
-747
-716
-685
-747
-747
-685
-778
-716
-685
-716
-778
-685
-778
-685
-747
-771
-778
-685
-716
-809
-716
-685
-685
-716
-685
-716
-716
-747
-716
-721
-685
-716
-716
-659
-747
-716
-685
-747
-747
-778
-716
-716
-685
-747
-685
-716
-747
-778
-747
-747
-747
-685
-840
-809
-752
-809
-840
-716
-871
-809
-907
-995
-783
-964
-964
-840
-1057
-1057
-876
-1026
-1482
-1211
-1170
-1211
-1416
-1252
-1129
-1389
-1334
-1252
-1057
-1211
-1129
-1170
-1236
-1498
-995
-1252
-1359
-1184
-1088
-1334
-1252
-1057
-1143
-1170
-1129
-876
-840
-840
-1057
-964
-964
-1026
-871
-933
-964
-840
-871
-902
-778
-933
-809
-654
-809
-840
-809
-778
-747
-778
-747
-747
-747
-747
-747
-716
-685
-716
-747
-778
-778
-716
-747
-685
-747
-716
-778
-716
-716
-685
-685
-716
-685
-685
-685
-747
-716
-716
-685
-716
-685
-716
-716
-747
-716
-747
-747
-709
-721
-747
-716
-747
-685
-685
-716
-685
-716
-685
-716
-778
-685
-716
-809
-747
-747
-716
-716
-747
-747
-716
-747
-778
-747
-685
-716
-685
-685
-778
-685
-685
-716
-778
-716
-840
-716
-752
-747
-747
-840
-747
-716
-747
-716
-685
-716
-716
-623
-809
-778
-654
-747
-685
-716
-747
-778
-747
-685
-716
-778
-747
-716
-716
-716
-747
-685
-716
-716
-747
-778
-747
-716
-747
-716
-747
-716
-716
-716
-716
-716
-747
-685
-747
-747
-654
-685
-716
-654
-659
-747
-659
-685
-747
-685
-685
-654
-685
-685
-685
-685
-685
-716
-716
-747
-778
-685
-716
-716
-716
-747
-685
-747
-747
-747
-690
-716
-654
-685
-747
-685
-685
-685
-716
-716
-747
-685
-716
-685
-654
-685
-747
-623
-747
-716
-716
-747
-716
-747
-690
-747
-747
-716
-685
-783
-685
-716
-685
-685
-716
-716
-654
-685
-685
-685
-747
-747
-716
-716
-685
-716
-685
-747
-685
-685
-597
-623
-690
-747
-716
-685
-685
-716
-716
-778
-747
-690
-654
-747
-747
-623
-685
-690
-685
-685
-778
-685
-685
-654
-747
-654
-685
-716
-685
-716
-623
-685
-685
-623
-716
-685
-654
-623
-716
-685
-654
-685
-654
-685
-685
-623
-721
-685
-747
-685
-654
-628
-716
-685
-685
-654
-809
-693
-623
-685
-685
-654
-685
-685
-685
-685
-654
-685
-685
-628
-685
-623
-716
-721
-685
-685
-654
-716
-654
-685
-685
-685
-654
-685
-747
-597
-685
-654
-716
-654
-623
-685
-747
-716
-685
-654
-597
-685
-628
-654
-654
-747
-654
-592
-623
-685
-623
-561
-716
-623
-747
-747
-654
-623
-654
-716
-654
-623
-654
-592
-783
-716
-690
-628
-654
-685
-716
-628
-778
-623
-654
-628
-535
-721
-628
-716
-561
-623
-747
-747
-685
-716
-685
-561
-685
-685
-623
-654
-592
-685
-654
-654
-654
-592
-561
-685
-654
-654
-623
-597
-659
-600
-659
-592
-623
-592
-654
-685
-566
-685
-535
-499
-535
-561
-535
-592
-561
-592
-592
-561
-592
-628
-690
-628
-535
-592
-662
-597
-690
-561
-597
-592
-654
-569
-654
-504
-499
-473
-566
-716
-592
-566
-566
-499
-566
-499
-535
-538
-561
-690
-538
-561
-654
-600
-654
-654
-530
-628
-592
-561
-570
-628
-628
-659
-538
-504
-492
-690
-662
-504
-570
-623
-628
-499
-690
-508
-628
-570
-504
-631
-597
-538
-507
-538
-597
-569
-508
-597
-569
-504
-538
-477
-569
-721
-631
-631
-690
-628
-569
-539
-569
-538
-415
-631
-477
-628
-600
-538
-539
-477
-508
-414
-662
-569
-566
-476
-659
-662
-569
-539
-628
-477
-662
-632
-601
-477
-569
-561
-694
-631
-539
-569
-569
-538
-508
-601
-507
-600
-570
-631
-600
-507
-468
-632
-538
-539
-601
-566
-662
-507
-539
-600
-477
-570
-600
-468
-446
-600
-442
-473
-499
-507
-476
-570
-538
-601
-570
-631
-694
-414
-437
-442
-600
-569
-538
-535
-468
-569
-538
-445
-507
-504
-442
-508
-473
-504
-306
-375
-504
-445
-442
-538
-411
-473
-437
-538
-507
-437
-473
-566
-468
-380
-476
-437
-473
-499
-468
-437
-468
-499
-359
-406
-561
-430
-561
-437
-535
-380
-437
-504
-368
-406
-504
-375
-535
-430
-499
-499
-430
-406
-406
-499
-499
-430
-554
-468
-368
-306
-437
-492
-492
-399
-306
-368
-337
-368
-437
-337
-468
-437
-468
-437
-375
-461
-468
-461
-437
-499
-406
-399
-344
-468
-359
-306
-437
-368
-275
-368
-368
-368
-337
-368
-430
-368
-368
-468
-337
-337
-399
-368
-399
-306
-399
-337
-380
-421
-275
-437
-328
-306
-368
-337
-437
-337
-368
-399
-337
-399
-399
-368
-337
-399
-337
-430
-368
-504
-430
-421
-437
-437
-461
-437
-437
-468
-430
-461
-406
-406
-368
-390
-375
-492
-399
-368
-499
-430
-430
-492
-461
-421
-368
-530
-499
-430
-437
-499
-499
-430
-368
-530
-375
-468
-399
-430
-399
-399
-430
-430
-421
-337
-399
-430
-399
-368
-461
-430
-561
-375
-368
-430
-399
-399
-337
-406
-399
-406
-406
-399
-337
-368
-337
-337
-368
-399
-368
-328
-430
-399
-368
-399
-328
-368
-406
-313
-492
-430
-337
-297
-368
-368
-461
-461
-368
-368
-399
-337
-399
-337
-337
-297
-399
-368
-368
-306
-375
-430
-406
-297
-399
-399
-399
-213
-406
-275
-337
-306
-337
-337
-368
-337
-399
-368
-306
-468
-275
-399
-275
-306
-306
-337
-337
-337
-399
-337
-368
-337
-399
-297
-368
-337
-337
-266
-266
-235
-275
-306
-337
-337
-390
-306
-244
-430
-306
-275
-275
-368
-399
-368
-244
-244
-337
-162
-244
-337
-313
-275
-359
-213
-375
-306
-213
-182
-213
-337
-244
-244
-244
-275
-244
-235
-275
-213
-213
-297
-306
-244
-204
-244
-337
-275
-213
-235
-244
-306
-275
-306
-244
-213
-224
-306
-275
-306
-204
-244
-244
-213
-275
-213
-235
-275
-306
-213
-173
-244
-204
-100
-244
-275
-275
-244
-173
-182
-275
-244
-131
-204
-306
-182
-213
-173
-182
-204
-100
-142
-275
-213
-131
-173
-173
-182
-173
-131
-204
-111
-151
-193
-173
-100
-173
-131
-173
-224
-204
-173
-173
-204
-173
-244
-173
-111
-142
-142
-100
-69
-100
-162
-142
-204
-100
-204
-142
-142
-162
-204
-111
-120
-142
-69
-224
-142
-38
-142
-266
-100
-173
-7
-142
-87
-131
-100
-38
-7
-111
-7
-100
-69
-162
-131
-131
-131
-100
-69
-142
-69
-69
-100
-38
-38
-131
-7
-69
-38
-100
