accuracy,precision,recall,predicted tile
0.895,0.9354838709677419,0.6041666666666666,31
0.855,0.6862745098039216,0.7291666666666666,51
0.82,0.62,0.6458333333333334,50
0.835,0.5121951219512195,0.6176470588235294,41
0.88,0.5833333333333334,0.875,48
0.875,0.6,0.7941176470588235,45
0.93,0.6785714285714286,0.7916666666666666,28
0.925,0.6451612903225806,0.8333333333333334,31
0.95,0.625,0.4166666666666667,8
0.84,0.7352941176470589,0.5208333333333334,34
0.84,0.675,0.5869565217391305,40
0.99,0.8,1.0,10
0.945,0.6666666666666666,0.9,27
0.905,0.5897435897435898,0.8846153846153846,39
0.97,0.9166666666666666,0.6875,12
0.885,0.6153846153846154,0.75,39
0.92,0.7307692307692307,0.6785714285714286,26
0.845,0.7575757575757576,0.5208333333333334,33
0.98,0.7857142857142857,0.9166666666666666,14
0.9,0.7,0.65625,30
0.97,0.75,0.375,4
0.945,0.7894736842105263,0.6818181818181818,19
0.965,0.7368421052631579,0.875,19
0.965,0.7647058823529411,0.8125,17
0.915,0.76,0.6333333333333333,25
0.9,0.7,0.65625,30
0.9,0.6666666666666666,0.75,36
0.89,0.95,0.475,20
0.91,0.75,0.65625,28
0.885,0.6046511627906976,0.8125,43
0.885,0.6,0.84375,45
0.93,0.8888888888888888,0.5714285714285714,18
0.905,0.7407407407407407,0.625,27
1.0,1.0,1.0,4
0.965,0.7142857142857143,0.9375,21
0.975,0.7058823529411765,1.0,17
0.99,1.0,0.75,6
0.905,0.7407407407407407,0.625,27
0.9,0.7,0.65625,30
0.885,0.6097560975609756,0.78125,41
0.825,0.6444444444444445,0.6041666666666666,45
0.85,0.65,0.6190476190476191,40
0.905,0.7407407407407407,0.625,27
0.875,0.696969696969697,0.6052631578947368,33
0.89,0.6388888888888888,0.71875,36
0.845,0.7428571428571429,0.5416666666666666,35
0.89,0.7333333333333333,0.6111111111111112,30
0.83,0.625,0.6521739130434783,48
0.96,0.6111111111111112,0.9166666666666666,18
0.915,0.8571428571428571,0.5625,21
0.895,0.7142857142857143,0.6944444444444444,35
0.905,0.7241379310344828,0.65625,29
0.865,0.7931034482758621,0.5227272727272727,29
0.85,0.8,0.5,30
0.865,0.8181818181818182,0.5625,33
0.86,0.9166666666666666,0.4583333333333333,24
0.895,0.7777777777777778,0.5833333333333334,27
0.9,0.6666666666666666,0.75,36
0.9,0.6875,0.6875,32
0.92,0.7307692307692307,0.6785714285714286,26
0.945,0.68,0.85,25
0.91,0.7333333333333333,0.6875,30
0.91,0.7916666666666666,0.59375,24
0.875,0.7297297297297297,0.6428571428571429,37
0.88,0.9090909090909091,0.47619047619047616,22
0.83,0.6590909090909091,0.6041666666666666,44
0.94,0.8333333333333334,0.625,18
