accuracy,precision,recall,predicted tile
0.88,0.7608695652173914,0.7291666666666666,46
0.86,0.8846153846153846,0.4791666666666667,26
0.86,0.8846153846153846,0.4791666666666667,26
0.835,0.6923076923076923,0.5625,39
0.885,0.6046511627906976,0.8125,43
0.915,0.8947368421052632,0.53125,19
0.895,0.6666666666666666,0.6875,33
0.91,0.7916666666666666,0.59375,24
0.985,0.7142857142857143,0.8333333333333334,7
0.9,0.6875,0.6875,32
0.975,0.7058823529411765,1.0,17
0.855,0.5849056603773585,0.8157894736842105,53
0.87,0.5555555555555556,0.9375,54
0.885,0.6097560975609756,0.78125,41
1.0,1.0,1.0,4
0.905,0.6857142857142857,0.75,35
0.945,0.6666666666666666,0.9,27
0.89,0.6388888888888888,0.71875,36
0.925,0.6451612903225806,0.8333333333333334,31
0.88,0.58,0.90625,50
0.91,0.75,0.65625,28
0.94,0.6333333333333333,0.95,30
0.92,0.9444444444444444,0.53125,18
0.915,0.8260869565217391,0.59375,23
0.885,0.7777777777777778,0.5526315789473685,27
0.895,0.5777777777777777,0.9285714285714286,45
0.92,1.0,0.5,16
0.885,0.6153846153846154,0.75,39
0.88,0.5869565217391305,0.84375,46
0.915,0.8571428571428571,0.5625,21
0.935,0.7037037037037037,0.7916666666666666,27
0.89,0.625,0.78125,40
0.895,0.6666666666666666,0.6875,33
0.82,0.6153846153846154,0.6666666666666666,52
0.895,0.5813953488372093,0.8928571428571429,43
1.0,1.0,1.0,4
0.9,0.6875,0.6875,32
0.95,0.4375,0.875,16
0.91,0.7692307692307693,0.625,26
0.91,0.7916666666666666,0.59375,24
0.95,0.8333333333333334,0.6818181818181818,18
0.875,0.696969696969697,0.6052631578947368,33
0.91,0.7916666666666666,0.59375,24
0.915,0.8571428571428571,0.5625,21
0.895,0.6666666666666666,0.6875,33
0.98,0.7857142857142857,0.9166666666666666,14
0.855,0.8518518518518519,0.4791666666666667,27
0.84,0.7352941176470589,0.5208333333333334,34
0.86,0.7941176470588235,0.5625,34
0.91,0.7142857142857143,0.6666666666666666,28
0.915,0.8947368421052632,0.53125,19
0.89,0.631578947368421,0.75,38
0.935,0.88,0.6875,25
0.905,0.696969696969697,0.71875,33
0.89,0.631578947368421,0.75,38
0.905,0.6585365853658537,0.84375,41
0.89,0.631578947368421,0.75,38
0.89,0.6666666666666666,0.7777777777777778,42
0.995,0.8571428571428571,1.0,7
0.855,0.7714285714285715,0.5625,35
0.995,0.8571428571428571,1.0,7
0.96,0.7777777777777778,0.7777777777777778,18
0.865,0.5957446808510638,0.7777777777777778,47
